index,category,type,ground_truth,prediction,correct
65,absolute_risk_base,numeric,null,null,True
66,absolute_risk_base,numeric,12%,12%,True
67,absolute_risk_base,numeric,2/1000,2/1000,True
68,absolute_risk_base,numeric,84%,84%,True
69,absolute_risk_base,numeric,90%,0.9,False
70,absolute_risk_base,numeric,null,null,True
71,absolute_risk_base,numeric,60%,null,False
72,absolute_risk_base,numeric,12%,12%,True
73,absolute_risk_base,numeric,"2,3%","2,30%",True
74,absolute_risk_base,numeric,null,null,True
75,absolute_risk_base,numeric,null,null,True
76,absolute_risk_base,numeric,null,null,True
77,absolute_risk_base,numeric,"1,5%","1,50%",True
78,absolute_risk_base,numeric,null,null,True
79,absolute_risk_base,numeric,null,null,True
80,absolute_risk_base,numeric,null,null,True
81,absolute_risk_base,numeric,12%,12%,True
82,absolute_risk_base,numeric,null,null,True
83,absolute_risk_base,numeric,null,null,True
84,absolute_risk_base,numeric,null,null,True
85,absolute_risk_base,numeric,14%,14%,True
86,absolute_risk_base,numeric,27%,27%,True
87,absolute_risk_base,numeric,"2,50%","1,90%",False
88,absolute_risk_base,numeric,null,null,True
89,absolute_risk_base,numeric,null,null,True
90,absolute_risk_base,numeric,null,null,True
91,absolute_risk_base,numeric,"0,85",0.85,True
92,absolute_risk_base,numeric,null,null,True
93,absolute_risk_base,numeric,null,null,True
94,absolute_risk_base,numeric,null,null,True
95,absolute_risk_base,numeric,null,null,True
96,absolute_risk_base,numeric,null,null,True
97,absolute_risk_base,numeric,null,null,True
98,absolute_risk_base,numeric,"5,20%","5,2%",True
0,absolute_risk_new,numeric,null,null,True
1,absolute_risk_new,numeric,null,null,True
2,absolute_risk_new,numeric,null,null,True
3,absolute_risk_new,numeric,null,null,True
4,absolute_risk_new,numeric,0.22,15%,False
5,absolute_risk_new,numeric,null,null,True
6,absolute_risk_new,numeric,12%,0.12,False
7,absolute_risk_new,numeric,35%,35%,True
8,absolute_risk_new,numeric,null,null,True
9,absolute_risk_new,numeric,"2,90%",2.9%,True
10,absolute_risk_new,numeric,null,null,True
11,absolute_risk_new,numeric,null,null,True
12,absolute_risk_new,numeric,"79,6%","79,60%",True
13,absolute_risk_new,numeric,null,null,True
14,absolute_risk_new,numeric,null,null,True
15,absolute_risk_new,numeric,null,null,True
16,absolute_risk_new,numeric,null,null,True
17,absolute_risk_new,numeric,null,null,True
18,absolute_risk_new,numeric,"18,2%",null,False
19,absolute_risk_new,numeric,null,null,True
20,absolute_risk_new,numeric,null,null,True
21,absolute_risk_new,numeric,"8,8%","4,50%",False
22,absolute_risk_new,numeric,3%,3%,True
23,absolute_risk_new,numeric,null,null,True
24,absolute_risk_new,numeric,null,null,True
25,absolute_risk_new,numeric,null,39/100000,False
26,absolute_risk_new,numeric,null,null,True
27,absolute_risk_new,numeric,12.3%,"12,30%",True
28,absolute_risk_new,numeric,"4,40%","4,40%",True
29,absolute_risk_new,numeric,null,null,True
30,absolute_risk_new,numeric,null,null,True
31,absolute_risk_new,numeric,null,null,True
32,absolute_risk_new,numeric,"1,70%","1,70%",True
33,absolute_risk_new,numeric,"22,10%","22,10%",True
34,absolute_risk_new,numeric,null,null,True
35,absolute_risk_new,numeric,null,null,True
36,absolute_risk_new,numeric,null,null,True
37,absolute_risk_new,numeric,null,null,True
38,absolute_risk_new,numeric,null,null,True
39,absolute_risk_new,numeric,null,null,True
40,absolute_risk_new,numeric,null,null,True
41,absolute_risk_new,numeric,null,null,True
42,absolute_risk_new,numeric,null,null,True
43,absolute_risk_new,numeric,23%,23%,True
44,absolute_risk_new,numeric,null,null,True
45,absolute_risk_new,numeric,null,null,True
46,absolute_risk_new,numeric,null,null,True
47,absolute_risk_new,numeric,null,null,True
48,absolute_risk_new,numeric,null,null,True
49,absolute_risk_new,numeric,null,null,True
50,absolute_risk_new,numeric,null,null,True
51,absolute_risk_new,numeric,null,null,True
52,absolute_risk_new,numeric,null,null,True
53,absolute_risk_new,numeric,null,null,True
54,absolute_risk_new,numeric,null,1/24,False
55,absolute_risk_new,numeric,null,null,True
56,absolute_risk_new,numeric,null,null,True
57,absolute_risk_new,numeric,null,null,True
58,absolute_risk_new,numeric,"2,70%","2,70%",True
59,absolute_risk_new,numeric,94%,94%,True
60,absolute_risk_new,numeric,null,null,True
61,absolute_risk_new,numeric,null,null,True
62,absolute_risk_new,numeric,null,null,True
63,absolute_risk_new,numeric,null,null,True
64,absolute_risk_new,numeric,"3,10%",null,False
65,absolute_risk_new,numeric,null,null,True
66,absolute_risk_new,numeric,28%,28%,True
67,absolute_risk_new,numeric,null,null,True
68,absolute_risk_new,numeric,null,null,True
69,absolute_risk_new,numeric,null,null,True
70,absolute_risk_new,numeric,null,null,True
71,absolute_risk_new,numeric,null,null,True
72,absolute_risk_new,numeric,null,null,True
73,absolute_risk_new,numeric,null,null,True
74,absolute_risk_new,numeric,null,null,True
75,absolute_risk_new,numeric,null,null,True
76,absolute_risk_new,numeric,null,null,True
77,absolute_risk_new,numeric,"2,5%","2,50%",True
78,absolute_risk_new,numeric,null,null,True
79,absolute_risk_new,numeric,null,null,True
80,absolute_risk_new,numeric,null,null,True
81,absolute_risk_new,numeric,null,null,True
82,absolute_risk_new,numeric,null,null,True
83,absolute_risk_new,numeric,null,null,True
84,absolute_risk_new,numeric,null,null,True
85,absolute_risk_new,numeric,null,null,True
86,absolute_risk_new,numeric,41%,41%,True
87,absolute_risk_new,numeric,"1,90%","2,50%",False
88,absolute_risk_new,numeric,null,null,True
89,absolute_risk_new,numeric,null,null,True
90,absolute_risk_new,numeric,null,null,True
91,absolute_risk_new,numeric,null,null,True
92,absolute_risk_new,numeric,null,null,True
93,absolute_risk_new,numeric,null,null,True
94,absolute_risk_new,numeric,null,null,True
95,absolute_risk_new,numeric,null,null,True
96,absolute_risk_new,numeric,null,null,True
97,absolute_risk_new,numeric,null,null,True
98,absolute_risk_new,numeric,11%,11%,True
0,absolute_number_base,numeric,null,null,True
1,absolute_number_base,numeric,null,null,True
2,absolute_number_base,numeric,null,null,True
3,absolute_number_base,numeric,null,null,True
4,absolute_number_base,numeric,null,null,True
5,absolute_number_base,numeric,null,null,True
6,absolute_number_base,numeric,null,null,True
7,absolute_number_base,numeric,null,null,True
8,absolute_number_base,numeric,null,null,True
9,absolute_number_base,numeric,null,null,True
10,absolute_number_base,numeric,null,null,True
11,absolute_number_base,numeric,null,null,True
12,absolute_number_base,numeric,null,null,True
13,absolute_number_base,numeric,null,null,True
14,absolute_number_base,numeric,452.0,452,True
15,absolute_number_base,numeric,15000000.0,15000000,True
16,absolute_number_base,numeric,340000.0,340000,True
17,absolute_number_base,numeric,null,null,True
18,absolute_number_base,numeric,null,null,True
19,absolute_number_base,numeric,null,null,True
20,absolute_number_base,numeric,700000.0,700000,True
21,absolute_number_base,numeric,null,null,True
22,absolute_number_base,numeric,null,null,True
23,absolute_number_base,numeric,37.0,37,True
24,absolute_number_base,numeric,null,null,True
25,absolute_number_base,numeric,null,null,True
26,absolute_number_base,numeric,105000.0,105000,True
27,absolute_number_base,numeric,null,null,True
28,absolute_number_base,numeric,null,null,True
29,absolute_number_base,numeric,null,null,True
30,absolute_number_base,numeric,19000.0,19000,True
31,absolute_number_base,numeric,null,null,True
32,absolute_number_base,numeric,null,null,True
33,absolute_number_base,numeric,null,null,True
34,absolute_number_base,numeric,null,null,True
35,absolute_number_base,numeric,null,null,True
36,absolute_number_base,numeric,null,null,True
37,absolute_number_base,numeric,null,null,True
38,absolute_number_base,numeric,null,null,True
39,absolute_number_base,numeric,null,null,True
40,absolute_number_base,numeric,null,null,True
41,absolute_number_base,numeric,6900000.0,6900000,True
42,absolute_number_base,numeric,null,null,True
43,absolute_number_base,numeric,null,null,True
44,absolute_number_base,numeric,452.0,452,True
45,absolute_number_base,numeric,null,null,True
46,absolute_number_base,numeric,null,null,True
47,absolute_number_base,numeric,null,null,True
48,absolute_number_base,numeric,null,null,True
49,absolute_number_base,numeric,null,null,True
50,absolute_number_base,numeric,null,null,True
51,absolute_number_base,numeric,null,null,True
52,absolute_number_base,numeric,null,null,True
53,absolute_number_base,numeric,null,null,True
54,absolute_number_base,numeric,122.0,122,True
55,absolute_number_base,numeric,null,null,True
56,absolute_number_base,numeric,null,null,True
57,absolute_number_base,numeric,null,null,True
58,absolute_number_base,numeric,99.0,99,True
59,absolute_number_base,numeric,null,null,True
60,absolute_number_base,numeric,null,null,True
61,absolute_number_base,numeric,12843.0,12843,True
62,absolute_number_base,numeric,125.0,null,False
63,absolute_number_base,numeric,null,null,True
64,absolute_number_base,numeric,null,null,True
65,absolute_number_base,numeric,null,null,True
66,absolute_number_base,numeric,null,null,True
67,absolute_number_base,numeric,null,null,True
68,absolute_number_base,numeric,101000000.0,101000000,True
69,absolute_number_base,numeric,null,null,True
70,absolute_number_base,numeric,5000.0,5000,True
71,absolute_number_base,numeric,null,null,True
72,absolute_number_base,numeric,null,null,True
73,absolute_number_base,numeric,null,null,True
74,absolute_number_base,numeric,null,112,False
75,absolute_number_base,numeric,790.0,790,True
76,absolute_number_base,numeric,null,null,True
77,absolute_number_base,numeric,null,null,True
78,absolute_number_base,numeric,null,null,True
79,absolute_number_base,numeric,143.0,143,True
80,absolute_number_base,numeric,null,30,False
81,absolute_number_base,numeric,null,null,True
82,absolute_number_base,numeric,87.0,null,False
83,absolute_number_base,numeric,28.0,28,True
84,absolute_number_base,numeric,null,null,True
85,absolute_number_base,numeric,null,null,True
86,absolute_number_base,numeric,null,null,True
87,absolute_number_base,numeric,null,null,True
88,absolute_number_base,numeric,null,null,True
89,absolute_number_base,numeric,null,null,True
90,absolute_number_base,numeric,null,null,True
91,absolute_number_base,numeric,null,null,True
92,absolute_number_base,numeric,null,null,True
93,absolute_number_base,numeric,null,null,True
94,absolute_number_base,numeric,null,null,True
95,absolute_number_base,numeric,20678.0,20678,True
96,absolute_number_base,numeric,null,null,True
97,absolute_number_base,numeric,null,null,True
98,absolute_number_base,numeric,null,null,True
0,absolute_number_new,numeric,null,null,True
1,absolute_number_new,numeric,null,null,True
2,absolute_number_new,numeric,null,null,True
3,absolute_number_new,numeric,null,null,True
4,absolute_number_new,numeric,null,null,True
5,absolute_number_new,numeric,null,null,True
6,absolute_number_new,numeric,null,null,True
7,absolute_number_new,numeric,null,null,True
8,absolute_number_new,numeric,null,null,True
9,absolute_number_new,numeric,null,null,True
10,absolute_number_new,numeric,null,null,True
11,absolute_number_new,numeric,16000000.0,16000000.0,True
12,absolute_number_new,numeric,null,null,True
13,absolute_number_new,numeric,null,null,True
14,absolute_number_new,numeric,1215.0,1215.0,True
15,absolute_number_new,numeric,null,null,True
16,absolute_number_new,numeric,null,null,True
17,absolute_number_new,numeric,null,null,True
18,absolute_number_new,numeric,null,null,True
19,absolute_number_new,numeric,null,null,True
20,absolute_number_new,numeric,null,null,True
21,absolute_number_new,numeric,null,null,True
22,absolute_number_new,numeric,null,null,True
23,absolute_number_new,numeric,65.0,65.0,True
24,absolute_number_new,numeric,null,null,True
25,absolute_number_new,numeric,null,null,True
26,absolute_number_new,numeric,77000.0,77000.0,True
27,absolute_number_new,numeric,null,null,True
28,absolute_number_new,numeric,260000.0,260000.0,True
29,absolute_number_new,numeric,null,null,True
30,absolute_number_new,numeric,null,null,True
31,absolute_number_new,numeric,null,null,True
32,absolute_number_new,numeric,null,null,True
33,absolute_number_new,numeric,null,null,True
34,absolute_number_new,numeric,null,null,True
35,absolute_number_new,numeric,null,null,True
36,absolute_number_new,numeric,null,null,True
37,absolute_number_new,numeric,null,null,True
38,absolute_number_new,numeric,null,null,True
39,absolute_number_new,numeric,null,null,True
40,absolute_number_new,numeric,null,null,True
41,absolute_number_new,numeric,null,null,True
42,absolute_number_new,numeric,null,null,True
43,absolute_number_new,numeric,null,null,True
44,absolute_number_new,numeric,1215.0,1215.0,True
45,absolute_number_new,numeric,null,null,True
46,absolute_number_new,numeric,null,null,True
47,absolute_number_new,numeric,48.0,48.0,True
48,absolute_number_new,numeric,null,null,True
49,absolute_number_new,numeric,null,null,True
50,absolute_number_new,numeric,null,null,True
51,absolute_number_new,numeric,null,null,True
52,absolute_number_new,numeric,null,null,True
53,absolute_number_new,numeric,null,null,True
54,absolute_number_new,numeric,67.0,67.0,True
55,absolute_number_new,numeric,null,null,True
56,absolute_number_new,numeric,null,null,True
57,absolute_number_new,numeric,null,null,True
58,absolute_number_new,numeric,6.0,6.0,True
59,absolute_number_new,numeric,null,null,True
60,absolute_number_new,numeric,null,null,True
61,absolute_number_new,numeric,null,null,True
62,absolute_number_new,numeric,null,null,True
63,absolute_number_new,numeric,null,null,True
64,absolute_number_new,numeric,null,null,True
65,absolute_number_new,numeric,null,null,True
66,absolute_number_new,numeric,null,null,True
67,absolute_number_new,numeric,null,null,True
68,absolute_number_new,numeric,null,null,True
69,absolute_number_new,numeric,null,null,True
70,absolute_number_new,numeric,null,null,True
71,absolute_number_new,numeric,null,null,True
72,absolute_number_new,numeric,null,null,True
73,absolute_number_new,numeric,null,null,True
74,absolute_number_new,numeric,112.0,148.0,False
75,absolute_number_new,numeric,1450.0,1450.0,True
76,absolute_number_new,numeric,null,null,True
77,absolute_number_new,numeric,null,null,True
78,absolute_number_new,numeric,34.0,34.0,True
79,absolute_number_new,numeric,318.0,318.0,True
80,absolute_number_new,numeric,35.0,35.0,True
81,absolute_number_new,numeric,null,null,True
82,absolute_number_new,numeric,null,null,True
83,absolute_number_new,numeric,91.0,91.0,True
84,absolute_number_new,numeric,null,null,True
85,absolute_number_new,numeric,null,null,True
86,absolute_number_new,numeric,null,null,True
87,absolute_number_new,numeric,null,null,True
88,absolute_number_new,numeric,null,1,False
89,absolute_number_new,numeric,null,null,True
90,absolute_number_new,numeric,null,null,True
91,absolute_number_new,numeric,null,null,True
92,absolute_number_new,numeric,null,null,True
93,absolute_number_new,numeric,null,null,True
94,absolute_number_new,numeric,null,null,True
95,absolute_number_new,numeric,null,null,True
96,absolute_number_new,numeric,null,null,True
97,absolute_number_new,numeric,null,null,True
98,absolute_number_new,numeric,null,null,True
0,absolute_risk_difference,numeric,null,null,True
1,absolute_risk_difference,numeric,null,null,True
2,absolute_risk_difference,numeric,null,null,True
3,absolute_risk_difference,numeric,null,null,True
4,absolute_risk_difference,numeric,null,null,True
5,absolute_risk_difference,numeric,null,null,True
6,absolute_risk_difference,numeric,null,null,True
7,absolute_risk_difference,numeric,null,null,True
8,absolute_risk_difference,numeric,null,null,True
9,absolute_risk_difference,numeric,null,null,True
10,absolute_risk_difference,numeric,null,null,True
11,absolute_risk_difference,numeric,null,null,True
12,absolute_risk_difference,numeric,null,null,True
13,absolute_risk_difference,numeric,null,null,True
14,absolute_risk_difference,numeric,null,null,True
15,absolute_risk_difference,numeric,null,null,True
16,absolute_risk_difference,numeric,null,null,True
17,absolute_risk_difference,numeric,null,null,True
18,absolute_risk_difference,numeric,null,null,True
19,absolute_risk_difference,numeric,null,null,True
20,absolute_risk_difference,numeric,null,null,True
21,absolute_risk_difference,numeric,null,null,True
22,absolute_risk_difference,numeric,null,null,True
23,absolute_risk_difference,numeric,null,null,True
24,absolute_risk_difference,numeric,null,null,True
25,absolute_risk_difference,numeric,null,null,True
26,absolute_risk_difference,numeric,null,null,True
27,absolute_risk_difference,numeric,null,null,True
28,absolute_risk_difference,numeric,null,null,True
29,absolute_risk_difference,numeric,null,null,True
30,absolute_risk_difference,numeric,null,null,True
31,absolute_risk_difference,numeric,null,null,True
32,absolute_risk_difference,numeric,null,null,True
33,absolute_risk_difference,numeric,null,null,True
34,absolute_risk_difference,numeric,null,null,True
35,absolute_risk_difference,numeric,null,null,True
36,absolute_risk_difference,numeric,null,null,True
37,absolute_risk_difference,numeric,null,null,True
38,absolute_risk_difference,numeric,null,null,True
39,absolute_risk_difference,numeric,null,null,True
40,absolute_risk_difference,numeric,null,null,True
41,absolute_risk_difference,numeric,null,null,True
42,absolute_risk_difference,numeric,null,null,True
43,absolute_risk_difference,numeric,null,null,True
44,absolute_risk_difference,numeric,null,null,True
45,absolute_risk_difference,numeric,null,null,True
46,absolute_risk_difference,numeric,null,null,True
47,absolute_risk_difference,numeric,null,null,True
48,absolute_risk_difference,numeric,null,null,True
49,absolute_risk_difference,numeric,null,null,True
50,absolute_risk_difference,numeric,null,null,True
51,absolute_risk_difference,numeric,null,null,True
52,absolute_risk_difference,numeric,null,null,True
53,absolute_risk_difference,numeric,null,null,True
54,absolute_risk_difference,numeric,null,null,True
55,absolute_risk_difference,numeric,null,null,True
56,absolute_risk_difference,numeric,null,null,True
57,absolute_risk_difference,numeric,null,null,True
58,absolute_risk_difference,numeric,null,null,True
59,absolute_risk_difference,numeric,null,null,True
60,absolute_risk_difference,numeric,null,null,True
61,absolute_risk_difference,numeric,null,null,True
62,absolute_risk_difference,numeric,null,null,True
63,absolute_risk_difference,numeric,null,null,True
64,absolute_risk_difference,numeric,null,null,True
65,absolute_risk_difference,numeric,null,null,True
66,absolute_risk_difference,numeric,null,null,True
